T1 [03:13],,,Predictable (8),Effective (6),Satisfaction (3),Trust (0),Efficient (5),Vector: ,Invoke (16),Row Range, Predictable (3), Effective (5), Satisfaction (0), Trust (0), Efficient (2),Not Predictable (5),Not Effective (1),Not Satisfaction (3),Not Trust (0),Not Efficient (3),Refactorings
"Yes, it was too much clicking around. The static-non-static-thing I didn't like, it was an extra step I didn't need to do. I had to apply static, move it, and take away static, it was just .. too many dialogues and steps. If I can just remember to do step A and step B, like, ... but I can just take it right over, so it wasn't really worth the extra steps.","Invocation
Not Efficient (“it wasn't really worth the extra steps.”)",,0,0,0,0,1,"<0,0,0,0,1>",0,24-24,0,0,0,0,0,0,0,0,0,1,
It's nice that these are all togheter. Then I can just wholesale them over. If they were scattered throughout then maybe it would be worth the extra steps. Hunting around would require a non-zero amount of time.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How would you evalutate that? What impacts your decision to cut or do the extra steps?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"The amount of time. If I can .. like, it's like a batch move. I can just move them all over. Versus if I have to hunt for them. Maybe it's easier if I can do a quick hotkey once I find them, move this one over there, move this one over there, then it would make sense to use the refactoring tool. [19:46]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I didn't like that I had to duplicate this constant. I could have just elevated its visibility. We could still do that. So, that's .. true false, weird. Still using foo. We'll take this up to .. Package private. [20:42]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
StringUtilsTrimEmptyTest. [22:27],,Multi caret,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I was not expecting all those methods to come up in this list here, but it's just showing me the one.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So when you made it static you expected it to change all the ones you had selected?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"It did, didn't it? No, just the one. I thought, since I had selected many methods, that it could apply it to all of them. But that did not work.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I need to revert to copy-paste at this point.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Ok, what did I break? Nothing broke.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Alright, ship it. Successful. Does this meet the requirements?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What did you do in order to solve this task?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I found those test methods and created a new class for them to go into, and I just resort to copy-paste them in, I did not take advantage of the refactoring tools.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: You tried though?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I did try them, in a lot of cases they help. There is a small set of refactoring tools that I often like renaming variables and method signatures, classes, changing visibility. That's nice, in that you can make a change in one place, and it will find all the other references to that in other places and update them. It is tedious to do that by hand. Things break and whatnot.","Reflection
Effective (“it will find all the other references to that in other places and update them”) 
 Efficient (”tedious to do that by hand”)
",,0,1,0,0,1,"<0,1,0,0,1>",0,39-39,0,1,0,0,1,0,0,0,0,0,
"Whereas, in this case, with tests they're not referenced anywhere - like you can just remove it and no one will know the difference - the only difference would be in imports, if they were only used by certain tests, but that's just a file level change. But multifile can take some digging around.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How does that impact your choice to use refactoring tools?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In this case the tools weren't adequate for what I wanted. So I'll just avoid that in the future.,"Reflection
Not Satisfaction (“the tools weren't adequate for what I wanted”)",,0,0,1,0,0,"<0,0,1,0,0>",0,42-42,0,0,0,0,0,0,0,1,0,0,
I: So your experience now would impact your choice in the future?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, I definitely wouldn't try to refactoring tests that moves around. I would just copy paste.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Can you elaborate on that.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I guess I'm only going to spend so much time trying to learn how the tool works. I'll only go down that path once I know that tool. Once I'm on the path of knowing how the tool works, I know it's capabilities. But there are times it'll get upset, and at that point I'll consciously look around and see if there's anything I'm doing that could have been impacted. That doesn't happen very often.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: The first time when you did use Move and you did the static change, was that experimenting with the tools capabilities?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: And then you decided that it was too complicated?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, it was way faster to go cut and paste.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Are there any changes you're unsure if you got right?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I didn't test the other two files. I tested the new test file and it ran successfully. I would also look at my diff using git. I'd switch to the terminal and use git diff, and see if I made the changes I wanted to make, was there anything else in there, and did I delete what I wanted to delete.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Is that how you would usually do it.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, I would verify that it looks like what I though I did. But then when I push it to our CI suite it would run all tests and make sure it all works. I expect it would, moving a couple tests should not break anything. I rely on tests to tell me if I missed something.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
T2 [31:01],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"The names are awkward to read, but the, thinking about the set theory implication of the names and I don't think that isAllBlank isAllEmpty necessarily covers the cases of isAnyNotBlank and isAnyNotEmpty. Ah, maybe it does. You'd have to go NOT in there. NOTisAllEmpty, NOTisAllLBlank. Ok, I had to think about the logic there.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Oh, look at that. [34:59]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I just noticed the dependency between these. Yes, here we go. I was looking for the hotkey to navigate back. I would inline these isAnyNotBlank and remove the negation basically. Since we are choosing to remove it. There is a hotkey for that. [36:14]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Inline method is not supported when return statement interrups execution flow. What. Well I can do two refactorings then. I'll make a local variable.,,Invoke (Inline),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Inline
I: Can you please explain what happened when you tried to locate it and why you're doing this now.,,Invoke (Extract Local Variable),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Extract Local Variable
It gave me an error message which said that it cannot refactor it when it's part of the return statement. Which is bizarre to me.,"Invocation
Not Predictable (""Which is bizarre to me.“)",,1,0,0,0,0,"<1,0,0,0,0>",0,61-61,0,0,0,0,0,1,0,0,0,0,
I: So you expected that to work?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So now you're doing this workaround?,,Invoke (Inline),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Inline
"Yeah, kind of like that static refactoring. I'm introducing a local variable, so I'm hoping I can inline it now, and then undo the refactoring.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
[38:28] I'm going through my head to find a way to use the refactoring tool instead of manually refactoring this.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What would you usually do?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I'd just hit inline and it'll put the body into the place and that's it.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you trust the tool to do that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, I do.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What impacts your decision to trust the tool?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I would check the result the first time I do it. I want to make sure it is correct, and prior to using the tool I would have to do this manually, so I would just check, is it doing what I would expect if I did it manually.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Once I have decided that I like the tool I don't do that check.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I can't think of a way. I'll just paste this and see what happens. And that is negative. Oh crap. So I must remove the negation from.. [40:30],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
isAllBlank. The algorithm is different. Which I guess is the same problem. If I had inlined it. I need to think for a second about the impact on the algorithm.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I guess there are refactoring tools about, inverting if-statements and whatnot, but I don't know if that would help me in this case.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Charactersequence string all blank.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"there is empty. And. .. true.. ok, thanks documentation.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Go through it. If .. Actually.. if I find one that isn't blank, then. And success.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
[43:50] testIsAllBlank. I'm going to run this test to check that I didn't just break that method.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Blank is all done. It is standalone from the other one.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"My first impulse is to blow away and fix all the errors. I don't think there is a refactoring that can do this. There are so many references to it, it's going to ask what do you want to do with that. So I'm going to blow it away and fix the tests.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Is this what you would normally do?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I think, to remove code. It's not really a refactoring in that you're not updating the functionality, you're removing it. So it being absent is going to throw errors all over. There. It's not complaining yet, so that's weird. Where is the test for that? Now it's testing something that doesn't exist any more.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I'll run this test, it will compile the project and check that everything is still working. Success. I obviously want to follow the same pattern on the other function, which is why I wanted to do a complete sequence on this method. [47:46]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: This time you're just selecting it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I learned that the refactoring tool gave me a roadblock and I don't know how to get around that, and I just need to get my work done so I'll go around it. I usually add code before I remove code so I can look at it and compare the two parts. Let me look at this to make sure I understand it. It's probably the same logic. Empty array, return true. It's probably false but, ... it is not empty.. If I go through it and find something that is not empty it fails. This is true.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Was it intentional to keep the return statement until you finished this?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I left the old code there because it helps me - part of the refactoring I consider the new code and I have the old code still there, so having both on the screen I can compare the logic and validate the algorithm. I It's kind of a habit I have. [51:38]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"This one should be able to be deleted. If it's like the previous one it should delete the test. I rely on seeing highlights on the right side there, seeing big sections of things that are broken. And I'll run all the tests. I'm going to check though that there is a test specifically for the function I wrote.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I'm thinking through my use of refactoring tools and wondering if there is a different tool I could have used. [53:05],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How would that tool be?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"It was strange that Inlining didn't work there, that was strange. I guess it was because of the target function, because it was returning a constant. Maybe on a more complex method I could have .. I'm not sure it would have been faster.","Reflection
Not Predictable (""was strange”)
 Not Efficient (“not sure it would have been faster”)",,1,0,0,0,1,"<1,0,0,0,1>",0,93-93,0,0,0,0,0,1,0,0,0,1,
"I: Oh, now you're undoing for the discussion?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, so I can point while we discuss.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Here I'm thinking, since it's returning that constant immediately instead of returning at the bottom, that's probably why it was complaining about refactoring. So I could have refactored this function to introduce a local variable, assign that local variable and at the very end return it. Then I could inline it. Inlining would probably still complain at the test level, but you could delete them.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: If you were to inline it and it had worked, would you have inlined it to the tests as well?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I would take the tests out after I inlined it wherever.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Would you used inline and delete then?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I would remove the method since this was the goal, but typically, for backwards compatility I would mark it as deprecated and whatnot.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"It would probably complain about it being used in the tests, I'd say go for it, and I'd find it with the big red blob.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Given that I had to go through several layers to get this refactoring thing to work - I don't know - for a bigger one I may do it. I hadn't thought of that, maybe I could modify this one si it doesn't throw an error when I refactor it, that didn't occur to me until I had done the other thing.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: If you were doing something like this again how would you approach it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I would try to do the three refactorings rather than just relying on the one to work straight of the bat. [57:32],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Done.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What did you do in order to solve this task.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I had to manually copy-paste functionality from a different method and modify it to work in a few context and verify - basically a reimplementation of that method. Verify that the new algorithm was still correct and not a regression.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How did you verify that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We had tests already. That's kind of the acceptance criteria for that method. If it worked before and I try to change it and achieve the same functionality then the tests should still pass if they're not modified.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Can you explain how you chose that order of doing things: You first finished one method before starting the other.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, like a vertical slice. Instead of refactoring both the methods and then check the tests. I did it that way to check that what I wanted to do was going to work .If I did a large amount of work and found out that it was wrong at the end I have more work to undo, versus doing a small amount of work and finding out if it was successful or not.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Then you repeat it if it works?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"If my development algorithm is correct, then I can repeat it.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: At what point did you decide what should consistitute one chunck of your algorithmic change?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I read the methods and the task, and I didn't get it then, but when I looked at them and saw the relationship between the two pairs of methods, and I could see the pattern, like there's two distinct chunks, and I can split this up and hedge my future errors. After I looked at them and saw the pattern in the implementation.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you know of any tools that could have automated the change?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Well, the refactoring tool, but it couldn't figure out what to do with the return method there.","Reflection
Not Effective (“it couldn't figure out what to do with the return method there.”)",,0,1,0,0,0,"<0,1,0,0,0>",0,117-117,0,0,0,0,0,0,1,0,0,0,
"I: If you have used that tool and it did what you did, would you have trusted it? Would you have checked it?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I definitely would have checked it. First time I would have checked it. But if the change they made is logically, or I go ""oh, well done!"" then I would use it again. I might glance over the second time, but once I get confidence I just hit the hot keys.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Is there anything that reduces that condfience rather than increases it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Error messages. I almost said dialogues or prompts, but it really just slows down using it, which is a barrier to using it. It just takes an extra thought step, looking at a dialogue. If it starts modifying other files that I think should not be .. like if it search some obscure library and I find this other method that has the same name, and I renamed it for you, like noo you did the wrong thing and now I'm a little gun shy.","Reflection
Not Efficient (“it really just slows down using it, which is a barrier to using it.”)
 Not Predictable (“If it starts modifying other files that I think should not be”)
 Not Satisfaction",,1,0,1,0,1,"<1,0,1,0,1>",0,121-121,0,0,0,0,0,1,0,1,0,1,
T3: [1:03:02],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Before changing code please explain the task back to me.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It seems like it follows this pattern.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What's the pattern?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Do the thing, and then add an extra parameter or force equals true, which I guess you have force equals false.. That's the API they choose.. I see pairs all the way down.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
My first thought was just to make the second method private.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: I'd like for you to remove the parameter. I do not want the method signature to stay there, even the private one.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
My first thought is I'd like to inline this method to be more clear. It's doing some class fiddleyness. Some reflection work here which makes sense considering what it's doing. The types might get fiddly.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
What is forceAccess doing exactly? Just getting the fields?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
ForceAccess is.. I see.. make accessible.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then the other one. [1:10:35],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I think I'm clear on what it's doing. There's a set of methods that has this extra forceaccess parameter,
 [1:11:20]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Can you share what kind of information you were looking for in the code?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I was trying to understand what these methods were doing. The first I looked at - getDeclaredField - it calls out to two other methods in the same class, and this forceAccess is getting passed around. When I first saw the hardcoding of the forceAccess false there I was confused. I was also thinking about how to refactor it. If I want to do the inlining again. I don't know if it'll work or it'll give me trouble. I'm a little gunshy after that last experience.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Then I started digging a little: What does this method do, what's the purpose of that, etc. Reading and writing fields. It's basically finding fields and do things with it. WriteField..",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Should I start at the bottom methods or top methods? Will it make a difference?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Bottom or top in what?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"WriteDeclaredField is more like a top method, because it's something that the end user would call, but then it makes calls to other methods below that. But a bottom method, maybe or maybe not you can make calls to it externally but it doesn't call anything else. It just does its work and it's done.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How would your approach look different if you start on the bottom or top?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think that if you start on top it could be messier. There would be intermediate states of the code where it wouldn't compile or there would be error. There would be intermediate states where it wouldn't function correctly. If you start at the bottom ones probably you would just replace that one and it's just fine? It should refactor to being compilable and kind of the same functionality state.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think I'll go to the bottom one.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Why did you decide that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I think it's better to have code that is in a compilable working state. In my experience - I've done lots of refactorings over the years. And my experience is that you do a refactoring, you start making changes, you break things, and so you can go through the class from top to bottom, and you can make it working, but if you get interrupted and you come back and forget something, it tends to b more error-prone. Versus you make a change and it works and it's complete in itself. So if you did nothing else, you have at least moved it forward in terms of improving the state of things, but it still works. If you get distracted from that point, overall things are fine. You can come back and do the next pieces and keep moving towards your end goal.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"This function we want to keep, so let's try to inline this? [1:16:07]",,Invoke (Inline),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Inline
Let's do inline and remove. Searching .. occ strings.. I want all of them. Do it. [1:16:25],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"And now I'm going to verify that it did what I wanted it to do. So not entirely .. this is complaining now. If false && .. yeah no kidding. That's a good warning message. Ok, let's check the tests.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Was that within what you wanted the tool to do?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah so this wasn't there before - or was it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It took out.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Wait..,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"This wasn't here before because this was a variable, but because it was being passed in hardcoded as false, it just inserted that directly in there. Now rightly IntelliJ is warning me saying this is useless. This will always be false. There is a thing for that. [1:18:07]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Why is ctrl+f1 not doing it.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
If false - oh right. Let's do it again. Oh. Undo. This should not have been removed. Why did I remove the if-statement? [1:19:05],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Is that what I want? Invert?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
That is a refactoring I'd like right now.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What is it you want to do?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It is identifying that the condition is always false. So the else part will fire every time. But when I remove the if statement it takes the else part as well. [1:20:03],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I think it should be smarter: only the else part should fire, promote the else statement to the main block and remove the if-statement part.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Ok, then.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Set accessible workaround. I'm not sure what it does, but it probably does what it should.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
That one is done and .. I kind of expected the test file to break. [1:21:04],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
If we made directe calls to that.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So you expect the calls to go to the method that now doesn't exist?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, I expect that it was called. Or maybe it wasn't, I didn't check that.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I didn't check that specifically before I somewhat randomly chose it. [1:21:39],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
testWriteField. How many ..,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"testWriteField, testWriteFieldForceAccess, which I just removed.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"If true and ifField is accessible and .. what is this test doing, it's different from the other ones.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Oh, I think it inlined it. Which is kind of what I asked for. [1:22:45]","Invocation
Effective (“kind of what I asked for”)
",,0,1,0,0,0,"<0,1,0,0,0>",0,170-170,0,1,0,0,0,0,0,0,0,0,
I: What did you expect it to do here?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I kind of expected it - which now that I think about it was an incorrect expectation - I expected it to put in a ... method that .. err.,"Invocation
Predictable
",,1,0,0,0,0,"<1,0,0,0,0>",0,172-172,1,0,0,0,0,0,0,0,0,0,
That was a learning step.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I was confused, because it's not actually calling writeField. I was looking at the code there and to modifying it a moment ago.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
