T1 [05:13],,,Predictable (1),Effective (0),Satisfaction (0),Trust (1),Efficient (3),Vector: ,Invoke (1),Row Range, Predictable (0), Effective (0), Satisfaction (0), Trust (0), Efficient (0),Not Predictable (1),Not Effective (0),Not Satisfaction (0),Not Trust (1),Not Efficient (3),Refactorings
One of the things I use in the IDE a lot is the highlighting so just clicking a variable to see where it is used so I can see where it is used or how much very deep or very high level. [47:00],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then this getDeclaredField same as the over with forceaccess readfield the same. [47:15],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
There's another. Oh ..they're duplicate ok. [47:25],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
readfield readdeclaredField then writing the fields. [47:38],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
looks like all of these methods already have an equivalent API with the access parameter that all call the one with the parameter with the value false. [47:55],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I'm going to have a look at the tests as well. [49:39],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We're taking away the method with the third parameter which is overloaded right now. All the invocations to the method without the parameter should be as if the third parameter was false which is actually the default behavior already. We probably don't have to make any changes to that behavior to the non-force-case so we only have to see if there is any specific behavior to the force-case and then basically just remove that to clean up the code. [50:40],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Same as the last time we must make sure that all the test scenarios are covered and the tests all pass. [50:59],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
They always come in pairs. We will just start with the first one getField which has the forceAccess in here. [51:24],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
First we check what forceaccess does.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
The parameter is just a branch condition in here. If it is true we set the field accessible if not continue. So we basically always continue. So it should be simple to remove this code.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Now it is the same as if forceaccess is false and the compiler is telling us that we don't use this parameter any more and we can remove it. Now the method is similar to the method before which means that we can delete this part in between. The signatures are duplicated and the documentation looks pretty much the same and so since we are removing the method with the extra parameter we say that we remove that documentation and use the other instead of trying to merge the two. [53:05],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We could also spend some extra time to improve documentation at the same time to see if there is something mentioned there but let's assume the documentation is pretty good. Now we removed the one with the extra parameter. And now I see that this method is actually used in here as well. This time we didn't check the usages before. Which I guess is what happens when I start refactoring straight away which is actually not so smart. [53:53],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
But it should be fine. Maybe just bring back that method again. [54:11],,undo,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Why are you choosing to undo now?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I want to check if the method is used anywhere outside of this class as well. [54:13],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And I think the compiler makes a difference between the one with the two and three arguments. But we're lucky this time even thought it is used inside this class it is not used outside except in the test class of course. [54:38],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And we did like what we do so we're going to redo those. Then we will go back and fix the warnings that the compiler gives us. This one is the readFieldMethods with the forceaccess. Let's see what this one does. Basically all forceaccess does in this case is being passed into the getFieldMethod. So we can actually change readField straight away too. We're going to remove it here in the method call.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then it is going to say it is not used anywhere anymore. Now I do want to get to a - I want to stop the compiler yelling at me so I'm just going to leave this one for now and just fix the other usages.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Why is it important for you to make the compiler happy? [55:56],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Otherwise the compiler doesn't let me run anything and that means I can't run any tests. I don't want to break everything at once and fix everything at once so I'll just break that one method first and then fix things one by one. [56:21],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I'll do the same down here for writeField.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then I will return to our tests which is our safety net. Here we'll have a whole bunch of tests fail as well. We can see here that they're all called with true which doesn't apply any more so the forceaccess test doesn't apply any more. We can keep them for now just in case we want to check if there's any test cases we want to move over. [57:05],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
There's also some tests that are definitely not needed any more for expected exceptions. I will remove those as well. If we do need to get anything back we have git so that is good. IF this wasn't in source control I would definitely be more careful with deleting and just comment things out.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you usually rely on source control in cases like this?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes I basically never to anything without source control. [57:58],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Now we have our getDeclaredFields and we will run just this one and make sure it still works. [58:15],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It passes which means it compiled and it also passes the test cases which is good. I think the test cases all look idential so we don't need this any more.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We could always get it from git but it is easier to get it back from comments so now that the tests pass and I skimmed through the other tests it looks ok to delete. Luckily these tests are pretty easy to just skim through with your eyes without reading too much. [59:11],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
There seemed to have been like a parity between the two test methods so there seems to be no test cases that are missing which is good. You often have to be careful with changing tests that you don't remove any scenarios that are covered in only one case. Like for example if we had any forceAccessFalse in the forceaccess test then we should have moved them in here. [59:55],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think so far so good in our first case. It seems like the strategy is working.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What is the strategy?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
To remove the overloaded methods one at a time. In this case it was the getFieldMethod. To remove the overloaded one and move the code in here. To make it work without the overloaded parameter for the false case and remove all the usages and refactor the tests. So I would do exactly the same for the other ones. GetDeclaredField is the next with forceaccess over here[1:00:47],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I look what the forceaccess is doing, same thing as the previous one.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It's just setting the field accessible otherwise returning null. We can do the same as before assume that it is always false so we will always return null. [1:01:17],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I was just looking at the difference between the two methods getField and getDeclaredField. Sometimes when doing these refactorings you discover that there is very similar code that you can refactor further and in that case I would make a note - I wouldn't do it right away because otherwise you go down a rabbit hole - but I would make a note to come back to this and see if we can combine getDeclaredField and getField as well. But just looking at it it doesn't look like it. The code we changed inside that if-statement looked very similar but it doesn't look like it is that similar. [1:02:14],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: if you were going to make such a note how would you make it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It depends on the timeline for when I think I would get back to this. Either offline on a postit note or on a textdocument on screen. if it is a longer timeline I would put it in one of my todo notetaking apps or even if I'm pretty sure we should look into it I would create a ticket in our ticket system.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So it is the same I will remove this from here. [1:03:02],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And I assume it is the same that the compiler will complain that the method is the same as the one above which is good.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: It is good?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It is good in this case because it means that we achieved that this method has the same signature as that one. [1:03:18],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It's basically calling itself with that now obsolete argument so because it was duplicate we can remove it and now the compiler is truly happy.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Was that part of your strategy?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes. [1:03:33],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
But of course same as last time it's the same as before down here it's passing through the argument which we can remove and the same down here also just passing this through.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then we go back to our tests. These are the tests for forceaccess which we are just going to comment out for now. Then it is error handling which I'm pretty sure is duplicated for the other one. THen it's testGetDeclaredField then it's the other one up here so I'm going to run the testGetDeclaredField.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Test passes so that's good. I look in here it looks like the same as the force case so we can get rid of this one. It all looks good in here and since the tests are really fast it doesn't hurt to run more so we will run the whole file. There is another here. testWriteFieldForceAccess. This is one of the methods were we removed the parameter. And now this one - can not locate declared field publicChild.b. ok. [1:06:09],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Oh forceaccess true. I see. So now since we removed some of the other methods that used getDeclaredField and getField with forceaccess and they are not working now, write with forceaccess is failing as well, since we just removed the boolean forceaccess parameter from those calls. [1:06:48]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Same for this one over here. Now I have to change the strategy a little bit. Instead of going for the next one maybe we look into this one first.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"testReadNamedFieldForceAccess means that maybe we need to look at this one next ReadNamedField and writeNamedField. This stacktrace should send us to where we need to go. Oh I see, in the test it is using the readField forceaccess true. [1:07:58]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So we did getDeclared and getField and readField - ah there is a lot. [1:08:18],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We always pass in false. I'm consider if it makes sense to change all the tests first to always pass in false before we change the signature and then break the signature and remove all the tests that have the true in as well then clean up the code after. Which would make sense since we are removing that functionality of forceaccess true behavior. So we could just remove all the tests for that first instead of removing the code first and breaking the tests. [1:09:22],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
However if that is really faster I don't really know. It doesn't seem like an obvious time or effort change. In the end we need to remove both. The difference is are the tests green in the meantime or are they red. But at least if they're red we see what is broken. So maybe we will just keep going the way we were. The readField now was causing some tests to fail. [1:10:10],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
if forceaccess and not field is accessible set accessible force access would always be false second condition doesn't matter.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So it would always return field.get. Remove this one here. Remove this one here. [1:10:38],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And then have that one duplicated again with this one remove duplication. And now same as before fix the warnings in here forceaccess false is good that we can just remove.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And same here false.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Just remove the false. This false seems file. The test readNamedFieldForceAccess. [1:11:32],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
readNamedField.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Those two look a lot different. ReadNamedField,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Now there is a few cases that tests not illegal argument exception. Whereas here there are much more but they are all the force true behaviors. [1:12:31],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I'm not sure if those tests need to be here for the none-force as well. What we can do is temporarily move the code into the none force version of the test and see if it has anything to do with the force. [1:13:18],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I'm not sure these scenarios that are tested here are specific to the force true case or they are more general since I have not really looked into the setup steps here and tried the whole thing. I assume the private something are going to fail when we don't forceaccess but I don't know if the public will,so for that reason I'll drop them in here and see if I can run them. [1:14:27]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Ok we get illegalAccessException. As expected the public one still works but the private one doesn't since we are not forcing the access.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So in this case I'm just going to comment out and later remove the one that are private. Then I will run those again. [1:15:17],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So you just checked the first one but you commented out all of them?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
